objectid,filename,format,title,location,haspolicy,description,placenametools,contactinfo,latitude,longitude
quebec_montreal,,record,Montréal,Quebec,Yes,"Se repérer et honorer <br><br>Le premier rôle de la toponymie est de permettre le repérage rapide d’un lieu. L’attribution d’un nom sert à distinguer ce lieu des autres. Ce processus doit respecter des règles bien établies. <br> <br>La toponymie exprime par des noms des aspects de notre culture et fait partie du patrimoine collectif. Ces noms traduisent une reconnaissance publique d’une cause, de la mémoire d’un personnage ou d’un événement.  <br><br>On choisit donc un nom de rue ou de parc pour rendre hommage et se souvenir. Le toponyme est aussi porteur d’émotion : il anime le lieu et contribue au sentiment d’appartenance à la collectivité. <br><br>Le patrimoine toponymique, une richesse à sauvegarder <br><br>À la Ville de Montréal, nous appliquons les grands principes énoncés par les organismes internationaux en matière de toponymie. Nous favorisons la sauvegarde de notre patrimoine toponymique dans toute sa diversité, car il reflète la richesse de notre héritage et permet de faire rayonner les grandes personnalités qui ont marqué l’histoire ou de rappeler des réalités disparues.",Submit a name form: https://docs.google.com/forms/d/e/1FAIpQLScSYz1npYBSd0dPmEPMKB0chOhr4Tqc27visl-hVy4wEduI6w/viewform <br>,N/A,45.519167,-73.555833
quebec_richmond,,record,Richmond,Quebec,No,N/A,N/A,admin@ville.richmond.qc.ca,45.666667,-72.15
quebec_saint-agapit,,record,Saint-Agapit,Quebec,No,N/A,N/A,dg@st-agapit.qc.ca,46.566667,-71.433333
quebec_cowansville,,record,Cowansville,Quebec,No,N/A,N/A,jprousseau@ville.cowansville.qc.ca,45.2,-72.75
quebec_pointe-a-la-croix,,record,Pointe-à-la-Croix,Quebec,No,N/A,N/A,info@pointealacroix.com,48.0175,-66.685556
quebec_saint-alphonse-rodriguez,,record,Saint-Alphonse-Rodriguez,Quebec,No,N/A,N/A,dg@munsar.ca,46.186944,-73.692778
quebec_saint-barnabe-sud,,record,Saint-Barnabé-Sud,Quebec,No,N/A,N/A,dg@saintbarnabesud.ca,45.733333,-72.916667
quebec_montpellier,,record,Montpellier,Quebec,No,N/A,N/A,urbanisme@montpellier.ca,45.85,-75.166667
quebec_rawdon,,record,Rawdon,Quebec,No,N/A,N/A,mguilbeault@rawdon.ca,46.042371,-73.707475
quebec_saint-donat,,record,Saint-Donat,Quebec,No,N/A,N/A,denis.henault@saint-donat.ca,45.576389,-73.542222
quebec_saint-camille-de-lellis,,record,Saint-Camille-de-Lellis,Quebec,No,N/A,N/A,dg@saint-camille.net,46.494444,-70.213333
quebec_riviere-du-loup,,record,Rivière-du-Loup,Quebec,No,N/A,Application form for commemoration or designation: https://formulaires.villerdl.ca/commemoration/,julie.martin@villerdl.ca,47.9,-69.333333
quebec_saint-cyprien-de-napierville,,record,Saint-Cyprien-de-Napierville,Quebec,No,N/A,N/A,cemond@st-cypriendenapierville.com,45.183333,-73.416667
quebec_saint-damase,,record,Saint-Damase,Quebec,No,N/A,N/A,N/A,45.568611,-73.600833
quebec_melbourne,,record,Melbourne,Quebec,No,N/A,N/A,dg@melbournecanton.ca,45.6575,-72.148056
quebec_pincourt,,record,Pincourt,Quebec,No,N/A,N/A,v.sauve@villepincourt.qc.ca,45.736111,-73.683333
quebec_roxtonfalls,,record,Roxton Falls,Quebec,No,N/A,N/A,roxton@roxtonfalls.ca,45.574444,-72.522222
quebec_saint-dominique,,record,Saint-Dominique,Quebec,No,N/A,N/A,N/A,46.800833,-71.227778
quebec_saint-celestin,,record,Saint-Célestin,Quebec,No,N/A,N/A,info@village-st-celestin.net,46.216667,-72.433333
quebec_saint-bruno-de-kamouraska,,record,Saint-Bruno-de-Kamouraska,Quebec,No,N/A,N/A,N/A,47.456111,-69.755278
quebec_saint-bruno-de-montarville,,record,Saint-Bruno-de-Montarville,Quebec,Yes,"1.1 Contexte Au Québec, la Commission de toponymie a le mandat d’effectuer l’inventaire, la normalisation, l’officialisation et la diffusion des noms de lieux. Les municipalités sont cependant responsables du choix de leurs noms de voies de communication, ou odonymes, ainsi que de celui des noms de parcs publics, d’édifices et d’autres constructions qui leur appartiennent. La Ville de Saint-Bruno-de-Montarville accueillera au cours des prochaines années, des projets nécessitant l’aménagement de nouvelles rues. La présente politique de dénomination toponymique est un outil pour orienter les choix de toponymes pour le conseil local de patrimoine et de toponymie et le conseil municipal. Elle édicte des lignes directrices en matière de toponymie garantissant, par le fait même, une qualité odonymique sur son territoire. La politique permet à la Ville de Saint-Bruno-de-Montarville de gérer efficacement l’ensemble des dossiers toponymiques et d’améliorer la méthodologie en matière de dénomination. 1.2 Objectifs La politique de dénomination toponymique vise à : - Mettre en valeur les particularités et les spécificités locales propres à chaque secteur du territoire de la Ville; - Mettre en valeur l’histoire et le patrimoine de la Ville par la dénomination de ses rues, ses chemins, ses lieux et ses bâtiments; - Développer un sentiment d’appartenance des citoyens par la dénomination; - Établir une démarche claire et respectueuse pour procéder à la dénomination toponymique des lieux. 1.3 Champs d’application La présente politique s’applique à toutes requêtes de dénomination toponymique, peu importe la nature et la provenance. Elle inclut celles initiées par les diverses instances de la Ville. Le conseil local du patrimoine et de toponymie doit exercer sa mission sur le territoire de la Ville de Saint-Bruno-de-Montarville. Les lieux et les espaces à désigner sont : - Les voies de communication (rues, chemins, etc.); - Les parcs et espaces verts publics; - Les édifices et salles publiques à l’intérieur des édifices; - Les équipements sportifs ou culturels publics; - Tous les autres lieux ou espaces d’intérêt public. <br><br>4. PROCÉDURES 4.1 Dépôt d’une demande de dénomination toponymique Tout citoyen, groupe de personnes ou organisme qui dépose une demande de dénomination toponymique doit remplir le formulaire prévu à cet effet et le déposer à la Direction de l’urbanisme, de l’environnement et du développement durable. Le requérant a la responsabilité de fournir toutes les informations relatives au toponyme proposé nécessaires à l’analyse de sa demande, expliquer l’essence du toponyme proposé et les raisons pour lesquelles il devrait être officialisé. <br><br>5. RÈGLES DE DÉNOMINATION 5.1 Critères d’analyse dictés par la Ville - Relation entre le nom et le lieu qu’il désigne - Favoriser les noms ayant un lien logique, étroit et d’intérêt avec le lieu; - Tenir compte de la nature et de l’usage du lieu (voie, parc, place publique, immeuble, contexte résidentiel, commercial, industriel ou culturel, etc.); - Tenir compte des caractéristiques géographiques naturelles du lieu (faune, flore, géologie, etc.); - Tenir compte de l’histoire du quartier en termes urbain (usages actuels ou passés) et social (pionniers, longévité familiale sur les lieux, anecdotes); - Tenir compte des traditions du milieu local ou régional (surnom du lieu). - Originalité, valeur poétique et euphonie (harmonie des sons) - Favoriser les noms inspirant des images fortes; - Préserver les régionalismes; - Éviter les toponymes banals et utilisés fréquemment; - Éviter les toponymes servant de désignation publicitaire; - Éviter les noms dont l’attribution pourrait provoquer la controverse. - Sentiment d’appartenance - Favoriser les noms mettant en valeur l’identité montarvilloise, les lieux d’appartenance et le caractère du milieu dans lequel il s’inscrit. - Mise en valeur du patrimoine culturel - Favoriser les noms issus de l’histoire et du patrimoine local, régional ou national (référence à une personne, un fait ou un événement); - Honorer une seule fois une même personne ou chose. - Point de repère - Tenir compte de la toponymie existante; - Favoriser les noms permettant de se repérer plus facilement; - Éviter les homonymes et les doublons. - Lorsqu’il s’agit du nom d’une personne : - Favoriser le nom de personnes ayant contribué de façon significative au développement, au dynamisme ou au bien-être de la communauté; - Privilégier le nom sous lequel la personne est la mieux connue (nom complet, titre accompagné du nom complet, pseudonyme, etc.); - Retenir le nom complet de la personne (prénom et nom de famille); - Recourir au nom de famille seul pour honorer une famille complète. <br><br>5.2 Critères de choix prescrits par la Commission Le nom doit respecter les règles d’écriture et être conforme aux critères de choix de la Commission. - Unicité du nom de lieu Tout lieu ou entité géographique se voit attribuer un seul nom officiel. - Usage Les toponymes dont l’usage est le mieux établi doivent avoir priorité s’ils ne dérogent pas à d’autres critères. Dans les cas d’usages parallèles et également répandus, on accorde la préférence aux noms qui répondent le mieux aux autres critères. - Langue de l’élément générique L’élément générique est en français. Exemple : Chemin De La Rabastalière Ouest - Langue de l’élément spécifique Les noms communs composant de nouveaux toponymes sont en français. Exemple : Chemin De La Rabastalière Ouest Il est possible de conserver dans leur langue d’origine les mots d’une autre langue que le français qu’un usage local a consacrés, en particulier si leur utilisation présente un intérêt certain en raison de leur valeur culturelle ou historique. Exemple : Chemin Maple Les noms propres qui entrent dans la composition des toponymes (noms de famille, noms de lieux, etc.) ne sont pas visés par cette règle et sont écrits dans leur forme originale. Exemple : Place Stephen-Leacock - Présence et unicité du générique Le nom d’une voie de communication, d’un parc public, d’un édifice ou d’une autre construction comporte toujours un générique. Il ne peut cependant inclure plus d’un terme exerçant la fonction de générique. - Utilisation de génériques conformes Les nouveaux noms de voies de communication doivent présenter des génériques conformes aux avis terminologiques (avis de l’Office québécois de la langue française). - Exclusion des noms de personnes vivantes ou décédées depuis moins d’un an Un lieu ne doit pas se voir attribuer le nom d’une personne vivante ou décédée depuis moins d’un an. - Utilisation d’un nom déjà officiel Lorsqu’un toponyme officiel ou l’élément spécifique d’un toponyme officiel est utilisé pour composer un autre toponyme, il doit en respecter la forme, moyennant l’ajout de majuscules et de traits d’union en fonction des règles d’écriture toponymiques. Exemple : Le nom officiel « Lac Seigneurial » est repris de façon intégrale dans le nom « Chemin du Lac-Seigneurial ». 5.3 Particularités Lorsqu’une rue est prolongée, c’est-à-dire qu’elle n’est pas sectionnée par une intersection, il est préférable de garder le même odonyme. Si le prolongement rejoint une autre rue existante avec un nom différent, l’odonyme choisi doit être le même que l’une des rues qu’il rejoint.",N/A,information@stbruno.ca,45.526007,-73.340591
